response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0121,0.0003,0.0001,0.0001,0.0116,0.0001,200,0.0002
0.0126,0.0003,0.0001,0.0000,0.0121,0.0001,200,0.0001
0.0127,0.0003,0.0001,0.0001,0.0122,0.0000,200,0.0001
0.0147,0.0004,0.0000,0.0001,0.0142,0.0001,200,0.0001
0.0129,0.0000,0.0000,0.0000,0.0128,0.0001,200,0.0122
0.0124,0.0000,0.0000,0.0000,0.0123,0.0001,200,0.0128
0.0147,0.0000,0.0000,0.0000,0.0146,0.0001,200,0.0127
0.0152,0.0000,0.0000,0.0000,0.0151,0.0001,200,0.0148
0.0116,0.0000,0.0000,0.0000,0.0115,0.0001,200,0.0252
0.0119,0.0000,0.0000,0.0000,0.0119,0.0000,200,0.0252
0.0337,0.0000,0.0000,0.0000,0.0336,0.0001,200,0.0371
0.0408,0.0000,0.0000,0.0000,0.0407,0.0000,200,0.0300
0.0340,0.0000,0.0000,0.0000,0.0339,0.0000,200,0.0368
0.0434,0.0000,0.0000,0.0000,0.0433,0.0000,200,0.0275
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.0708
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.0708
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.0708
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,200,0.0708
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,200,0.0767
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,200,0.0767
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.0767
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.0768
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.0828
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.0828
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,200,0.0828
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.0828
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.0890
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.0890
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.0890
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.0890
0.0062,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.0951
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.0951
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,200,0.0952
0.0062,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.0951
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.1013
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,200,0.1013
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.1013
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.1013
0.0062,0.0000,0.0000,0.0000,0.0062,0.0000,200,0.1076
