t_ns,core,freq_khz
1785960961495397469,3,3700036
1785960961495397469,4,3700000
1785960961495397469,5,3702879
1785960961495397469,6,3700000
1785960961495397469,7,3700000
1785960961595830306,0,3700037
1785960961595830306,1,3700037
1785960961595830306,2,3700000
1785960961595830306,3,2951646
1785960961595830306,4,3698402
1785960961595830306,5,3601893
1785960961595830306,6,1989876
1785960961595830306,7,1783192
1785960961696132394,0,3700037
1785960961696132394,1,3699953
1785960961696132394,2,1308689
1785960961696132394,3,2662731
1785960961696132394,4,3700000
1785960961696132394,5,3700000
1785960961696132394,6,1132660
1785960961696132394,7,1780037
1785960961796436704,0,3600036
1785960961796436704,1,3599963
1785960961796436704,2,2028540
1785960961796436704,3,3600000
1785960961796436704,4,3600000
1785960961796436704,5,3602652
1785960961796436704,6,2833252
1785960961796436704,7,3600036
1785960961896762947,0,3600000
1785960961896762947,1,3600036
1785960961896762947,2,803331
1785960961896762947,3,976895
1785960961896762947,4,3600000
1785960961896762947,5,3587959
1785960961896762947,6,946273
1785960961896762947,7,904959
1785960961997050374,0,3400000
1785960961997050374,1,3400000
1785960961997050374,2,3157008
1785960961997050374,3,3400217
1785960961997050374,4,3400049
1785960961997050374,5,3395812
1785960961997050374,6,2933660
1785960961997050374,7,3400000
1785960962097408242,0,3500000
1785960962097408242,1,3500000
1785960962097408242,2,3500000
1785960962097408242,3,3442094
1785960962097408242,4,3500000
1785960962097408242,5,3499875
1785960962097408242,6,3499963
1785960962097408242,7,2683221
1785960962197804995,0,3600000
1785960962197804995,1,3600000
1785960962197804995,2,400000
1785960962197804995,3,399762
1785960962197804995,4,3600000
1785960962197804995,5,3697065
1785960962197804995,6,1677053
1785960962197804995,7,508056
1785960962298221729,0,3599963
1785960962298221729,1,3600000
1785960962298221729,2,1559254
1785960962298221729,3,2185381
1785960962298221729,4,3600000
1785960962298221729,5,3600000
1785960962298221729,6,3071767
1785960962298221729,7,1621852
1785960962398522107,0,3500000
1785960962398522107,1,3500000
1785960962398522107,2,399814
1785960962398522107,3,3500035
1785960962398522107,4,3500000
1785960962398522107,5,3500000
1785960962398522107,6,399804
1785960962398522107,7,3043516
1785960962498850964,0,3600036
1785960962498850964,1,3600036
1785960962498850964,2,763136
1785960962498850964,3,2074963
1785960962498850964,4,3599904
1785960962498850964,5,3600000
1785960962498850964,6,1054028
1785960962498850964,7,1386341
1785960962599215002,0,3400000
1785960962599215002,1,3400034
1785960962599215002,2,3347386
1785960962599215002,3,3400000
1785960962599215002,4,3400000
1785960962599215002,5,3400000
1785960962599215002,6,1635032
1785960962599215002,7,3400034
1785960962699544875,0,3600036
1785960962699544875,1,3600036
1785960962699544875,2,3497588
1785960962699544875,3,3503251
1785960962699544875,4,3600000
1785960962699544875,5,3600000
1785960962699544875,6,3520127
1785960962699544875,7,3501440
1785960962799933084,0,3699962
1785960962799933084,1,3699962
1785960962799933084,2,2951921
1785960962799933084,3,3198391
1785960962799933084,4,3700000
1785960962799933084,5,3601767
1785960962799933084,6,1326003
1785960962799933084,7,1328295
1785960962901123565,0,3672157
1785960962901123565,1,3672457
1785960962901123565,2,3662469
1785960962901123565,3,3506594
1785960962901123565,4,3656402
1785960962901123565,5,3662785
1785960962901123565,6,3667610
1785960962901123565,7,3570398
1785960963001457853,0,3700000
1785960963001457853,1,3700036
1785960963001457853,2,3699962
1785960963001457853,3,2903428
1785960963001457853,4,3700000
1785960963001457853,5,3700000
1785960963001457853,6,3699767
1785960963001457853,7,2922819
1785960963101887880,0,3499929
1785960963101887880,1,3500000
1785960963101887880,2,2613386
1785960963101887880,3,399743
1785960963101887880,4,3500070
1785960963101887880,5,3499856
1785960963101887880,6,1952359
1785960963101887880,7,700893
1785960963202215348,0,3400034
1785960963202215348,1,3400000
1785960963202215348,2,3400000
1785960963202215348,3,3130717
1785960963202215348,4,3421052
1785960963202215348,5,3453542
1785960963202215348,6,3400982
1785960963202215348,7,3404374
1785960963302558875,0,3699961
1785960963302558875,1,3699962
1785960963302558875,2,399900
1785960963302558875,3,3700000
1785960963302558875,4,3700000
1785960963302558875,5,3700000
1785960963302558875,6,3347610
1785960963302558875,7,3700000
1785960963402875252,0,3499964
1785960963402875252,1,3499965
1785960963402875252,2,3500000
1785960963402875252,3,3249880
1785960963402875252,4,3499717
1785960963402875252,5,3500204
1785960963402875252,6,3500000
1785960963402875252,7,3178333
1785960963503280061,0,3499964
1785960963503280061,1,3500000
1785960963503280061,2,3158562
1785960963503280061,3,3261466
1785960963503280061,4,3499713
1785960963503280061,5,3600062
1785960963503280061,6,3460002
1785960963503280061,7,2910165
1785960963603605522,0,3600000
1785960963603605522,1,3600000
1785960963603605522,2,3600000
1785960963603605522,3,3600000
1785960963603605522,4,3600000
1785960963603605522,5,3600285
1785960963603605522,6,3599963
1785960963603605522,7,3600000
1785960963704052991,0,3308932
1785960963704052991,1,3308947
1785960963704052991,2,2860685
1785960963704052991,3,797404
1785960963704052991,4,3400000
1785960963704052991,5,3400060
1785960963704052991,6,400000
1785960963704052991,7,2468826
1785960963804351410,0,3445007
1785960963804351410,1,3444931
1785960963804351410,2,3445843
1785960963804351410,3,3399284
1785960963804351410,4,3445012
1785960963804351410,5,3444919
1785960963804351410,6,3482253
1785960963804351410,7,3191451
1785960963904684763,0,3500035
1785960963904684763,1,3499964
1785960963904684763,2,1646306
1785960963904684763,3,3376413
1785960963904684763,4,3528952
1785960963904684763,5,3505775
1785960963904684763,6,390246
1785960963904684763,7,598705
1785960964005013730,0,3649132
1785960964005013730,1,3648842
1785960964005013730,2,838056
1785960964005013730,3,1071204
1785960964005013730,4,3694191
1785960964005013730,5,3599954
1785960964005013730,6,940724
1785960964005013730,7,3057029
1785960964105337839,0,3700000
1785960964105337839,1,3699963
1785960964105337839,2,3036472
1785960964105337839,3,3473781
1785960964105337839,4,3700000
1785960964105337839,5,3699758
1785960964105337839,6,1367533
1785960964105337839,7,2841486
1785960964205669123,0,3600000
1785960964205669123,1,3600000
1785960964205669123,2,3600055
1785960964205669123,3,3600000
1785960964205669123,4,3599950
1785960964205669123,5,3600000
1785960964205669123,6,3600036
1785960964205669123,7,3600000
1785960964306025606,0,3800000
1785960964306025606,1,3799961
1785960964306025606,2,3355188
1785960964306025606,3,3222076
1785960964306025606,4,3800000
1785960964306025606,5,3800000
1785960964306025606,6,3800000
1785960964306025606,7,3116554
1785960964406331095,0,3500000
1785960964406331095,1,3499964
1785960964406331095,2,3500039
1785960964406331095,3,3500000
1785960964406331095,4,3500000
1785960964406331095,5,3500000
1785960964406331095,6,3500000
1785960964406331095,7,3500266
1785960964506806141,0,3500035
1785960964506806141,1,3500000
1785960964506806141,2,3016285
1785960964506806141,3,2739266
1785960964506806141,4,3499442
1785960964506806141,5,3499964
1785960964506806141,6,3041944
1785960964506806141,7,3139432
1785960964607153749,0,3500000
1785960964607153749,1,3499964
1785960964607153749,2,2171493
1785960964607153749,3,1350552
1785960964607153749,4,3500000
1785960964607153749,5,3500000
1785960964607153749,6,3499161
1785960964607153749,7,3263610
1785960964707479864,0,3309496
1785960964707479864,1,3310002
1785960964707479864,2,3309581
1785960964707479864,3,3212047
1785960964707479864,4,3317183
1785960964707479864,5,3300742
1785960964707479864,6,3316916
1785960964707479864,7,3152811
1785960964807846361,0,3974248
1785960964807846361,1,3805022
1785960964807846361,2,1544347
1785960964807846361,3,1265206
1785960964807846361,4,3836224
1785960964807846361,5,3999798
1785960964807846361,6,704006
1785960964807846361,7,3024391
1785960964908148561,0,4000081
1785960964908148561,1,4000000
1785960964908148561,2,4000000
1785960964908148561,3,3999941
1785960964908148561,4,4000000
1785960964908148561,5,3999888
1785960964908148561,6,4000000
1785960964908148561,7,4000000
